relacion_id,stub_id,stub_key,stub_titulo,norma_real_id,norma_real_key,estado_relacion,tipo_relacion,norma_origen,articulos_afectados,alcance,fragmento_verificado,estado_vigencia_stub,estado_vigencia_real,clasificacion,nuevo_norma_afectada_id,accion_sobre_stub,accion_sobre_vigencia,motivo,confianza,requiere_humano,candidatas,nivel_identidad
dfb28e22-fd22-436a-b949-5e776b69305c,8ece1ded-653b-4581-9c15-649fbd7ca036,DS-004-2016,Decreto Supremo N° 004-2016-SA,,,confirmada,deroga,DS-10-2017,,,True,derogada,,SIN_NORMA_REAL,,conservar (es la unica constancia de esa norma),no_tocar,no existe una norma real con esa identidad: el stub es legitimo; vigencia: no hay norma real a la que aplicar vigencia,nula,si,,NORMA_NO_ENCONTRADA
26c8b6aa-65df-49ac-be3a-9ee43839227f,f60c9848-dcf2-4b80-8a6a-a5e519d2c4b6,LEY-29698-ART9,artículo 9 de la Ley 29698 incorporado en la Ley 31738,2f41afd7-b8ce-4f40-af8f-4b61b5d93137,LEY-29698,confirmada,deroga,LEY-32319-2025,9,parcial,True,derogada,vigente,STUB_QUE_REPRESENTA_UNIDAD_PARCIAL,,conservar hasta modelar afectaciones parciales (H-09),no_tocar,"el stub representa una PARTE de la norma (articulo/numeral), no la norma entera: apunta a LEY-29698 pero fusionarlo trasladaria a toda la norma un efecto parcial (H-09); vigencia: afectacion parcial (9): no cambia el estado de la norma completa",media,si,,RESUELTA_TIPO_NUMERO
c04771be-2416-4073-9a2d-bafeff10c06a,c80418ab-c4e7-49f7-bf4a-ccf6053684f3,NORM-LEY-29459-LEY-DE-LOS-PRODUCTOS-FARMACEUT,"Ley 29459, Ley de los productos farmacéuticos, dispositivos médicos y productos sanitarios",ea3c9b32-8388-4cad-bd8d-201d3bda2e47,LEY-29459,confirmada,exonera,LEY-32319-2025,10 y 11,parcial,True,vigente,vigente,MATCH_EXACTO_UNICO,ea3c9b32-8388-4cad-bd8d-201d3bda2e47,marcar como alias reconciliado (NO borrar),no_tocar,norma real unica (RESUELTA_TIPO_NUMERO); vigencia: afectacion parcial (10 y 11): no cambia el estado de la norma completa,media,no,,RESUELTA_TIPO_NUMERO
9eea3d74-5fb4-4ff4-baff-ff787832f339,bba8602b-552e-454d-bba3-af7d9f7c344f,RD-354-99-DG-DIGEMID-1999,Resolución Directoral N° 354-99-DG-DIGEMID de fecha 22 de abril de 1999 que aprobó el formulario para el reporte,,,confirmada,deroga,RD-144-2016,,,True,derogada,,SIN_NORMA_REAL,,conservar (es la unica constancia de esa norma),no_tocar,no existe una norma real con esa identidad: el stub es legitimo; vigencia: no hay norma real a la que aplicar vigencia,nula,si,,NORMA_NO_ENCONTRADA
251371f5-9184-4bfd-923d-0e5743458d1a,65b01f4e-cadf-4046-b8af-7ff635f8ebfb,RD-993-99-DG-DIGEMID-1999,Resolución Directoral N° 993-99-DG-DIGEMID de fecha 15 de diciembre de 1999 que aprobó el formato para el reporte,,,confirmada,deroga,RD-144-2016,,,True,derogada,,SIN_NORMA_REAL,,conservar (es la unica constancia de esa norma),no_tocar,no existe una norma real con esa identidad: el stub es legitimo; vigencia: no hay norma real a la que aplicar vigencia,nula,si,,NORMA_NO_ENCONTRADA
